NameMonthYear,Year,Month_Year,Account_ID,Account_Type,Package,Customer_Demographics_Income,Customer_Demographics_Marital_Status,Customer_Demographics_Education,Number_of_Deposits_Credits,Number_of_Debits,Bill_Payments,Cash_Withdrawals,Point_of_sale_Transactions,Total_Value_of_Debits,Deposits_Made_During_The_Month_Credits,Total_Service_Charges,Total_Balance_at_Month_End,Number_of_Transactions
January-2024,2024,2024-01-31,812,Chequing,Silver,High Income,Divorced,College Degree,199,695,$548.00,2303.57,$212.00,"$12,303.99","$8,526.88",$96.95,2612.86,312
January-2024,2024,2024-01-31,857,Savings,Gold,High Income,Single,Some College,316,954,$56.00,1100.43,$357.00,"$34,873.89","$6,407.71",$94.98,8504.79,398
February-2024,2024,2024-02-01,817,Savings,Bronze,Low Income,Married,Some College,525,827,$927.00,849.13,$135.00,"$13,415.10","$16,974.65",$74.32,2224.79,848
February-2024,2024,2024-02-01,676,Chequing,Silver,Medium Income,Married,College Degree,2,65,$931.00,2529.44,$602.00,"$25,407.68","$37,978.09",$136.82,8804.28,461
February-2024,2024,2024-02-01,547,Chequing,Gold,High Income,Married,College Degree,950,204,$532.00,681.48,$665.00,"$11,212.69","$4,663.63",$54.39,7483.78,756
February-2024,2024,2024-02-01,456,Chequing,Gold,Low Income,Married,College Degree,661,663,$825.00,729.05,$197.00,"$27,091.66","$21,421.31",$43.27,9069.41,998
February-2024,2024,2024-02-02,185,Savings,Bronze,Low Income,Married,Master's Degree,207,42,$876.00,1943.58,$212.00,"$2,805.30","$25,437.20",$15.64,5867.31,293
February-2024,2024,2024-02-02,941,Chequing,Bronze,Low Income,Single,High School Graduate,932,455,$515.00,557.63,$387.00,"$27,855.81","$49,806.05",$76.68,9009.26,612
February-2024,2024,2024-02-03,769,Savings,Silver,High Income,Single,High School Graduate,673,445,$812.00,2474.8,$139.00,"$34,848.02","$46,544.47",$119.31,6383.41,611
February-2024,2024,2024-02-03,484,Savings,Bronze,Low Income,Married,Some College,975,558,$810.00,2090.42,$845.00,"$33,238.03","$46,495.29",$40.80,6742.26,138
February-2024,2024,2024-02-04,461,Savings,Bronze,Medium Income,Married,Some College,453,778,$563.00,2586.14,$300.00,"$4,105.83","$35,334.42",$134.31,3702.93,283
February-2024,2024,2024-02-04,171,Savings,Gold,Low Income,Single,College Degree,322,773,$7.00,678.92,$221.00,"$33,096.23","$5,032.78",$128.40,3910.53,801
February-2024,2024,2024-02-04,742,Chequing,Bronze,Low Income,Divorced,Some College,799,733,$751.00,267.29,$105.00,"$4,647.11","$16,435.21",$117.51,9602.37,62
February-2024,2024,2024-02-05,421,Chequing,Gold,Medium Income,Divorced,High School Graduate,165,559,$745.00,941.91,$455.00,"$11,382.12","$25,323.57",$55.49,6243.42,800
February-2024,2024,2024-02-06,526,Chequing,Gold,High Income,Divorced,College Degree,155,262,$127.00,2896.65,$658.00,"$47,801.26","$36,795.50",$46.50,3735.25,817
February-2024,2024,2024-02-06,180,Savings,Bronze,Low Income,Divorced,Master's Degree,686,208,$708.00,976.14,$539.00,"$42,142.89","$10,213.37",$29.93,785.94,398
February-2024,2024,2024-02-06,599,Savings,Silver,Low Income,Divorced,Some College,104,203,$68.00,2318.6,$326.00,"$46,107.10","$16,928.24",$37.37,6664.42,30
February-2024,2024,2024-02-07,819,Savings,Bronze,Medium Income,Single,High School Graduate,290,414,$739.00,835.7,$849.00,"$14,048.59","$11,406.99",$20.33,9032.17,134
February-2024,2024,2024-02-07,970,Savings,Gold,High Income,Single,Some College,35,950,$780.00,1188.64,$869.00,"$46,938.52","$5,665.42",$39.24,8950.51,147
February-2024,2024,2024-02-07,164,Chequing,Bronze,Medium Income,Divorced,High School Graduate,100,67,$325.00,1758.91,$511.00,"$8,280.50","$21,197.33",$104.46,5854.74,689
February-2024,2024,2024-02-07,451,Savings,Silver,Low Income,Single,College Degree,544,262,$799.00,693.45,$508.00,"$14,292.55",$935.77,$54.54,4246.56,997
February-2024,2024,2024-02-07,387,Chequing,Bronze,Low Income,Married,College Degree,49,311,$592.00,2334.83,$618.00,"$43,237.48","$7,068.31",$138.26,5228.83,858
February-2024,2024,2024-02-07,378,Chequing,Gold,Medium Income,Married,High School Graduate,702,57,$412.00,316.98,$357.00,"$38,462.04","$47,619.41",$40.16,7649.77,112
February-2024,2024,2024-02-08,111,Savings,Bronze,Low Income,Single,College Degree,970,174,$353.00,1198.48,$914.00,"$48,486.88","$34,113.54",$132.58,2811.39,32
February-2024,2024,2024-02-08,616,Chequing,Silver,Low Income,Divorced,High School Graduate,28,616,$507.00,858.13,$714.00,"$34,374.08","$42,501.76",$29.47,4261.89,288
February-2024,2024,2024-02-09,648,Chequing,Silver,Medium Income,Married,College Degree,145,543,$791.00,2600.3,$353.00,"$22,338.38","$36,328.10",$39.26,9139.16,285
February-2024,2024,2024-02-09,112,Chequing,Gold,Low Income,Married,High School Graduate,168,125,$540.00,1434.09,$439.00,"$36,974.90","$31,702.30",$41.90,9181.24,517
February-2024,2024,2024-02-09,356,Chequing,Gold,Low Income,Single,Some College,942,546,$542.00,1798.58,$703.00,"$44,748.48","$23,885.84",$89.90,8904.04,31
February-2024,2024,2024-02-10,640,Savings,Silver,Medium Income,Single,Some College,658,324,$66.00,392.07,$695.00,"$13,566.24","$25,465.81",$68.38,8195.6,83
February-2024,2024,2024-02-10,796,Savings,Silver,Medium Income,Single,High School Graduate,614,590,$963.00,775.54,$972.00,"$7,106.04","$38,109.82",$139.22,3459.79,871
February-2024,2024,2024-02-11,906,Chequing,Silver,Medium Income,Single,College Degree,995,847,$649.00,1162.17,$16.00,"$30,657.54","$11,506.36",$102.55,9464.11,193
February-2024,2024,2024-02-11,90,Savings,Gold,Low Income,Married,College Degree,903,381,$151.00,162.82,$452.00,$405.49,"$4,983.77",$138.16,2375.36,465
February-2024,2024,2024-02-11,245,Savings,Silver,Medium Income,Single,High School Graduate,348,645,$189.00,1063.02,$796.00,"$26,983.53","$34,724.13",$28.13,4066.52,89
February-2024,2024,2024-02-12,72,Chequing,Bronze,Low Income,Divorced,College Degree,289,733,$374.00,158.38,$100.00,"$45,663.63","$14,495.59",$62.36,5238.79,467
February-2024,2024,2024-02-12,402,Chequing,Gold,Low Income,Married,High School Graduate,70,105,$33.00,2757.47,$77.00,"$34,554.16","$5,900.17",$122.65,3685.3,632
February-2024,2024,2024-02-13,483,Chequing,Bronze,High Income,Married,High School Graduate,412,835,$509.00,2541.4,$209.00,"$9,346.24","$1,977.08",$76.32,5669.19,793
February-2024,2024,2024-02-14,127,Savings,Gold,High Income,Divorced,Some College,359,167,$343.00,1294.28,$797.00,"$45,379.84","$11,656.87",$103.26,9342.5,275
February-2024,2024,2024-02-14,899,Chequing,Bronze,High Income,Divorced,High School Graduate,238,654,$690.00,2706.94,$403.00,"$23,831.86","$45,141.79",$114.57,6874.81,462
February-2024,2024,2024-02-15,777,Chequing,Silver,High Income,Single,College Degree,252,561,$171.00,1425.52,$323.00,"$29,990.38","$31,912.67",$47.41,3273.5,408
February-2024,2024,2024-02-16,920,Savings,Bronze,Low Income,Single,Master's Degree,54,24,$742.00,1098.48,$151.00,"$34,250.60","$18,214.53",$47.55,5449.17,199
February-2024,2024,2024-02-16,971,Chequing,Bronze,High Income,Divorced,High School Graduate,553,13,$279.00,1613.61,$447.00,"$42,002.64","$1,205.51",$123.73,2704.55,766
February-2024,2024,2024-02-16,964,Savings,Silver,Low Income,Divorced,Some College,341,261,$283.00,2212.67,$514.00,"$24,491.11","$13,347.07",$40.14,3873.11,924
February-2024,2024,2024-02-16,262,Savings,Silver,Medium Income,Divorced,Some College,114,100,$749.00,234.52,$241.00,"$6,491.04","$40,345.14",$146.49,7783.52,516
February-2024,2024,2024-02-17,107,Chequing,Silver,High Income,Married,Some College,742,251,$397.00,1114.36,$703.00,"$42,801.85","$24,118.97",$53.13,9599.15,655
February-2024,2024,2024-02-17,544,Chequing,Bronze,Low Income,Single,College Degree,681,646,$611.00,2200.47,$72.00,"$5,772.85","$39,029.59",$86.41,6598.76,186
February-2024,2024,2024-02-18,516,Savings,Silver,Low Income,Single,Master's Degree,330,853,$901.00,1127.61,$619.00,"$45,807.06",$260.59,$65.85,6347.02,997
February-2024,2024,2024-02-18,979,Savings,Gold,Low Income,Single,Master's Degree,48,76,$360.00,1084.22,$428.00,"$7,585.84","$11,549.32",$50.92,5004.17,734
February-2024,2024,2024-02-19,607,Chequing,Bronze,Low Income,Married,College Degree,938,243,$648.00,2702.71,$192.00,"$26,411.32","$42,850.54",$35.35,3518.62,49
February-2024,2024,2024-02-19,337,Chequing,Gold,High Income,Married,Master's Degree,880,274,$314.00,679.78,$525.00,"$3,940.72","$23,222.90",$115.14,9068.29,570
February-2024,2024,2024-02-19,242,Savings,Silver,High Income,Married,Some College,623,809,$99.00,1700.55,$795.00,"$48,993.01","$6,629.63",$7.31,3340.49,995
February-2024,2024,2024-02-20,620,Savings,Gold,Medium Income,Married,Some College,57,905,$996.00,1620.39,$52.00,"$25,858.95","$14,208.58",$119.77,2594.23,791
February-2024,2024,2024-02-20,621,Chequing,Bronze,Medium Income,Single,Some College,230,961,$115.00,319,$76.00,"$41,603.70",$352.37,$82.47,8929.97,94
February-2024,2024,2024-02-21,602,Chequing,Bronze,High Income,Divorced,College Degree,362,466,$387.00,108.62,$931.00,"$7,239.93","$31,527.83",$101.43,8182.13,205
February-2024,2024,2024-02-21,125,Savings,Gold,Medium Income,Married,High School Graduate,898,49,$951.00,631.98,$443.00,"$43,754.63","$43,710.17",$113.81,6129.44,8
February-2024,2024,2024-02-21,374,Savings,Silver,Medium Income,Divorced,High School Graduate,590,173,$35.00,1397.27,$920.00,"$49,158.78","$36,415.41",$52.63,7499.92,377
February-2024,2024,2024-02-22,791,Savings,Bronze,Low Income,Divorced,Some College,188,710,$456.00,2829.51,$468.00,"$14,317.93","$34,153.53",$115.46,5369.52,416
February-2024,2024,2024-02-23,678,Savings,Bronze,High Income,Divorced,Some College,337,9,$233.00,2550.77,$367.00,"$44,347.14","$4,276.09",$129.37,3220.31,101
February-2024,2024,2024-02-23,922,Savings,Bronze,Low Income,Single,Some College,803,49,$464.00,2234.85,$27.00,"$30,972.75","$44,066.03",$59.08,1118.95,312
February-2024,2024,2024-02-23,510,Chequing,Silver,Medium Income,Divorced,Master's Degree,997,231,$801.00,1730.9,$899.00,"$2,283.68","$7,186.21",$100.45,341.48,200
February-2024,2024,2024-02-24,738,Chequing,Gold,Low Income,Married,High School Graduate,671,556,$648.00,2079.22,$32.00,"$30,884.11","$19,575.78",$48.85,9551.86,919
February-2024,2024,2024-02-25,357,Savings,Silver,Low Income,Single,High School Graduate,953,792,$670.00,2968.43,$511.00,"$10,002.17","$14,430.72",$40.81,9205.53,173
February-2024,2024,2024-02-25,353,Savings,Gold,Medium Income,Single,High School Graduate,548,795,$21.00,2376.5,$370.00,"$18,801.68","$45,563.99",$106.09,7309.19,640
February-2024,2024,2024-02-26,121,Savings,Silver,Low Income,Divorced,Some College,132,841,$955.00,2367.08,$307.00,"$19,782.06","$11,893.00",$125.97,8501.76,490
February-2024,2024,2024-02-26,696,Chequing,Bronze,High Income,Married,High School Graduate,494,344,$394.00,1162.71,$37.00,"$28,452.53","$7,441.81",$61.40,3292.85,804
February-2024,2024,2024-02-26,624,Savings,Bronze,Medium Income,Married,Some College,891,841,$956.00,1011.46,$426.00,"$26,426.53","$49,158.87",$118.21,4280.47,949
February-2024,2024,2024-02-27,576,Savings,Gold,High Income,Single,Some College,831,874,$704.00,2874.71,$954.00,"$32,006.74","$24,220.51",$64.76,746.76,677
February-2024,2024,2024-02-27,945,Chequing,Gold,Medium Income,Married,Master's Degree,142,630,$126.00,2230.35,$990.00,"$27,275.16",$721.68,$91.22,8500.34,825
February-2024,2024,2024-02-27,165,Savings,Gold,Medium Income,Divorced,College Degree,988,120,$806.00,1518.5,$789.00,"$44,137.13","$48,906.44",$79.70,1838.32,296
February-2024,2024,2024-02-28,523,Chequing,Bronze,Medium Income,Single,Some College,904,954,$840.00,1717.06,$374.00,"$12,193.00","$12,474.69",$133.28,4312.18,569
February-2024,2024,2024-02-28,990,Savings,Gold,Medium Income,Single,High School Graduate,101,663,$552.00,306.96,$623.00,"$17,300.49","$12,603.02",$77.41,1289.62,819
February-2024,2024,2024-02-28,645,Chequing,Bronze,High Income,Married,Master's Degree,615,672,$400.00,1173.15,$904.00,"$36,414.49","$46,319.13",$55.47,7245.28,844
February-2024,2024,2024-02-29,538,Chequing,Silver,Medium Income,Married,Some College,313,46,$516.00,2255.24,$73.00,"$7,424.47","$41,196.99",$18.79,8005.53,925
February-2024,2024,2024-02-29,23,Chequing,Gold,Medium Income,Single,College Degree,967,590,$11.00,2134.84,$885.00,"$46,927.31","$47,363.17",$85.90,310.46,684
February-2024,2024,2024-02-29,49,Savings,Silver,Low Income,Single,Master's Degree,623,982,$937.00,323.87,$870.00,"$25,191.93","$8,156.74",$100.20,2498.89,788
March-2024,2024,2024-03-01,801,Savings,Bronze,High Income,Married,College Degree,668,104,$505.00,2411.39,$676.00,"$39,256.01","$5,458.59",$6.64,9389.21,248
March-2024,2024,2024-03-02,477,Chequing,Bronze,High Income,Single,College Degree,964,222,$861.00,1762.03,$846.00,"$23,527.46","$22,000.77",$125.92,6893.82,905
March-2024,2024,2024-03-03,556,Chequing,Gold,Low Income,Divorced,Some College,159,624,$684.00,2096.25,$771.00,"$46,409.73","$16,493.70",$38.86,4516.73,694
March-2024,2024,2024-03-03,389,Savings,Silver,Medium Income,Divorced,Some College,248,53,$726.00,2096.95,$672.00,"$38,661.76","$39,329.70",$117.22,3172,140
March-2024,2024,2024-03-03,30,Chequing,Bronze,Medium Income,Single,High School Graduate,374,529,$32.00,878.12,$158.00,"$34,782.80","$39,407.21",$128.27,8978.53,411
March-2024,2024,2024-03-04,381,Savings,Gold,Low Income,Divorced,High School Graduate,578,109,$275.00,2051.12,$208.00,"$30,751.26","$26,696.57",$52.36,4378.27,299
March-2024,2024,2024-03-04,790,Savings,Bronze,High Income,Divorced,College Degree,100,352,$276.00,1046.65,$228.00,"$24,760.12","$16,262.44",$77.48,9920.72,233
March-2024,2024,2024-03-06,721,Chequing,Silver,Medium Income,Single,Some College,670,572,$370.00,553.75,"$1,000.00","$41,221.87","$24,981.35",$130.92,965.11,223
March-2024,2024,2024-03-06,583,Chequing,Silver,Low Income,Single,Some College,812,217,$441.00,1713.62,$616.00,"$33,334.44","$23,510.86",$97.37,9505.41,537
March-2024,2024,2024-03-06,610,Savings,Silver,High Income,Married,High School Graduate,188,276,$853.00,1249.65,$659.00,$943.69,"$32,368.33",$30.97,8202.97,993
March-2024,2024,2024-03-06,561,Savings,Bronze,High Income,Divorced,Some College,781,48,$917.00,270.94,$216.00,"$46,183.27","$45,313.81",$12.86,6807.46,821
March-2024,2024,2024-03-06,173,Savings,Bronze,Low Income,Married,Some College,767,605,$17.00,488.01,$258.00,"$34,622.66","$34,349.75",$7.60,8725.9,348
March-2024,2024,2024-03-07,771,Savings,Silver,High Income,Divorced,Some College,625,316,$80.00,863.21,$164.00,"$6,597.12","$18,951.71",$142.34,2097.77,238
March-2024,2024,2024-03-08,803,Chequing,Silver,High Income,Married,Some College,778,541,$313.00,2635.58,$530.00,"$41,401.08","$4,351.14",$113.70,9363.79,549
March-2024,2024,2024-03-08,231,Chequing,Bronze,High Income,Single,Master's Degree,535,496,$943.00,2241.13,$374.00,"$27,695.81","$31,612.95",$143.99,2915.31,704
March-2024,2024,2024-03-08,497,Chequing,Silver,Medium Income,Married,Master's Degree,171,869,$914.00,1748.79,$950.00,"$37,101.86","$30,033.91",$77.00,241.51,536
March-2024,2024,2024-03-09,802,Chequing,Bronze,Low Income,Divorced,College Degree,501,509,$636.00,1574.61,$419.00,"$40,460.59","$33,702.77",$99.59,891.43,70
March-2024,2024,2024-03-10,25,Savings,Gold,High Income,Married,Some College,549,650,$274.00,971.8,$347.00,"$8,890.94","$15,720.14",$29.17,3787.69,47
March-2024,2024,2024-03-11,175,Savings,Silver,Low Income,Divorced,Some College,884,890,$757.00,1720.77,$536.00,"$34,526.65",$779.98,$149.36,8821.98,756
March-2024,2024,2024-03-11,557,Savings,Gold,Medium Income,Married,Master's Degree,134,770,$780.00,783.59,$324.00,$359.28,"$24,494.72",$88.66,7587.51,75
March-2024,2024,2024-03-11,810,Chequing,Bronze,Medium Income,Divorced,High School Graduate,725,644,$866.00,394.6,$876.00,"$43,069.98","$18,065.37",$137.72,1889.16,778
March-2024,2024,2024-03-11,907,Chequing,Silver,Low Income,Divorced,Some College,815,776,$895.00,1085.64,$769.00,"$47,228.05","$38,005.69",$66.55,8920.85,792
March-2024,2024,2024-03-12,662,Chequing,Silver,Low Income,Married,College Degree,720,842,$327.00,1622.88,$557.00,"$36,490.31","$3,498.07",$9.65,4976.09,674
March-2024,2024,2024-03-12,684,Savings,Gold,Low Income,Divorced,Master's Degree,105,566,$248.00,1271.33,$872.00,"$4,072.54","$32,915.99",$15.64,5123.98,486
March-2024,2024,2024-03-12,114,Savings,Silver,Low Income,Single,Master's Degree,327,746,$558.00,847.6,$92.00,"$13,558.03","$25,898.93",$130.90,1340.99,338
March-2024,2024,2024-03-14,87,Savings,Bronze,High Income,Divorced,Master's Degree,19,568,$233.00,1762.87,$575.00,"$47,472.49","$40,311.97",$87.47,6290.38,380
March-2024,2024,2024-03-15,12,Savings,Silver,High Income,Divorced,Some College,901,166,$120.00,2410.92,$578.00,"$45,959.43","$4,076.64",$42.45,8002.07,348
March-2024,2024,2024-03-15,154,Savings,Gold,Medium Income,Single,Some College,916,504,$67.00,636.32,$256.00,"$35,473.81","$36,297.11",$66.19,1085.76,514
March-2024,2024,2024-03-16,466,Chequing,Gold,Medium Income,Single,College Degree,43,911,$457.00,2512.82,$549.00,"$49,778.88","$22,311.64",$133.16,5366.8,667
March-2024,2024,2024-03-16,804,Chequing,Silver,Low Income,Divorced,Master's Degree,533,39,$611.00,1782.04,$792.00,"$3,665.80","$42,234.55",$72.91,5684.47,367
March-2024,2024,2024-03-16,752,Chequing,Gold,High Income,Married,Some College,58,455,$139.00,105.47,$155.00,"$23,761.28","$23,550.65",$77.44,2534.52,283
March-2024,2024,2024-03-16,757,Chequing,Gold,High Income,Divorced,College Degree,345,896,$409.00,2914.37,$15.00,"$33,886.89","$30,190.49",$117.89,3925.79,660
March-2024,2024,2024-03-16,762,Savings,Gold,High Income,Married,Master's Degree,720,966,$279.00,915.05,$599.00,"$29,451.65","$11,175.72",$103.87,1947.91,926
March-2024,2024,2024-03-17,977,Savings,Gold,Low Income,Single,Some College,739,523,$943.00,2992.78,$348.00,"$1,381.80","$23,347.29",$86.75,8344.67,444
March-2024,2024,2024-03-17,440,Chequing,Bronze,High Income,Divorced,College Degree,769,97,$75.00,1335.08,$971.00,"$15,367.80","$19,005.58",$35.63,8057.07,779
March-2024,2024,2024-03-17,20,Chequing,Silver,Medium Income,Married,Some College,262,26,$674.00,222.23,$554.00,"$14,190.31","$35,290.26",$92.72,7908.23,961
March-2024,2024,2024-03-18,468,Savings,Bronze,Low Income,Married,College Degree,367,899,$968.00,584.81,$562.00,"$44,954.60","$21,253.80",$70.88,903.93,866
March-2024,2024,2024-03-18,707,Savings,Gold,High Income,Married,Some College,72,17,$306.00,203.91,$53.00,"$18,995.22","$25,006.70",$121.97,8579.93,107
March-2024,2024,2024-03-18,667,Savings,Gold,High Income,Married,Master's Degree,212,261,$8.00,271.4,$398.00,"$37,967.60","$13,594.06",$120.80,2928.06,571
March-2024,2024,2024-03-19,349,Savings,Silver,Medium Income,Single,Master's Degree,254,250,$775.00,2713.83,$337.00,"$43,231.78","$10,387.86",$59.64,9841.05,816
March-2024,2024,2024-03-19,120,Chequing,Bronze,Low Income,Single,College Degree,548,121,$733.00,1576.14,$969.00,"$32,549.70","$15,631.17",$140.87,2106.98,241
March-2024,2024,2024-03-19,219,Chequing,Gold,Low Income,Married,Some College,335,362,$648.00,783.8,$667.00,"$17,575.73","$33,491.03",$20.25,5703.32,767
March-2024,2024,2024-03-20,495,Savings,Gold,Low Income,Single,High School Graduate,792,956,$395.00,881.95,$304.00,"$39,788.58","$13,415.26",$126.68,130.06,547
March-2024,2024,2024-03-21,425,Savings,Bronze,Medium Income,Single,High School Graduate,26,176,$239.00,1777.65,$43.00,"$16,513.86","$46,892.65",$62.85,1751.71,86
March-2024,2024,2024-03-21,71,Chequing,Bronze,High Income,Married,High School Graduate,749,251,$269.00,685.44,$956.00,"$47,461.37","$8,331.48",$43.65,7035.35,280
March-2024,2024,2024-03-21,65,Chequing,Gold,High Income,Divorced,Master's Degree,82,54,$32.00,2905.3,$347.00,"$12,790.52","$23,096.71",$129.02,3211.8,90
March-2024,2024,2024-03-21,686,Chequing,Bronze,High Income,Married,Some College,819,443,$725.00,1086.97,$665.00,"$16,846.70","$33,928.51",$80.29,7301.84,33
March-2024,2024,2024-03-21,937,Chequing,Bronze,Medium Income,Single,College Degree,672,359,$548.00,1554.9,$589.00,"$11,701.15","$9,503.32",$117.59,6638.4,690
March-2024,2024,2024-03-22,632,Chequing,Silver,Low Income,Divorced,Master's Degree,856,808,$369.00,317.31,$281.00,"$21,528.91","$27,843.23",$126.75,3652.65,194
March-2024,2024,2024-03-22,205,Savings,Gold,Medium Income,Married,College Degree,344,888,$528.00,1467.9,$767.00,"$22,179.97","$14,285.13",$60.56,1559.16,774
March-2024,2024,2024-03-23,83,Chequing,Bronze,Medium Income,Single,College Degree,322,298,$706.00,311.12,$584.00,"$11,597.19","$21,457.83",$75.01,9896.82,309
March-2024,2024,2024-03-23,442,Chequing,Gold,Medium Income,Divorced,Some College,155,698,$884.00,188.75,$975.00,"$36,612.98","$47,842.22",$85.59,1896.98,247
March-2024,2024,2024-03-23,436,Chequing,Gold,High Income,Divorced,High School Graduate,890,569,$569.00,816.48,$788.00,"$2,918.28","$33,277.51",$29.57,948.89,38
March-2024,2024,2024-03-23,753,Savings,Bronze,Low Income,Divorced,College Degree,595,219,$350.00,1499.22,$369.00,"$44,677.18","$11,536.53",$13.90,4015.93,282
March-2024,2024,2024-03-23,789,Chequing,Bronze,High Income,Divorced,Master's Degree,647,451,$986.00,2683.27,$66.00,"$48,345.62","$41,880.03",$75.67,5003.56,982
March-2024,2024,2024-03-24,1000,Chequing,Gold,High Income,Single,High School Graduate,80,863,$741.00,447.15,$489.00,"$27,041.30","$27,072.21",$6.12,9291.47,962
March-2024,2024,2024-03-24,433,Chequing,Bronze,High Income,Single,College Degree,675,638,$101.00,1713.77,$825.00,"$45,598.59","$21,089.87",$15.88,7649.1,725
March-2024,2024,2024-03-24,409,Savings,Silver,Low Income,Single,High School Graduate,978,701,$883.00,2087.82,$439.00,"$43,159.99","$3,432.85",$36.46,6446.76,708
March-2024,2024,2024-03-25,548,Savings,Silver,Medium Income,Married,High School Graduate,369,85,$216.00,2073.12,$486.00,"$32,505.07","$40,348.64",$108.11,3424.98,103
March-2024,2024,2024-03-25,956,Savings,Silver,Low Income,Single,College Degree,245,728,$134.00,2941.3,$547.00,"$12,686.68","$42,049.77",$18.81,4710.69,288
March-2024,2024,2024-03-25,890,Chequing,Bronze,Medium Income,Married,Some College,255,398,$698.00,435.22,$453.00,"$9,424.99","$7,077.21",$10.79,3293.38,792
March-2024,2024,2024-03-26,577,Chequing,Silver,Low Income,Single,Some College,350,189,$856.00,159.09,$634.00,"$48,852.86","$40,337.66",$65.72,7786.61,911
March-2024,2024,2024-03-26,118,Savings,Silver,Medium Income,Single,Master's Degree,440,215,$108.00,908.66,$437.00,"$34,907.63","$45,605.64",$8.47,7346.78,613
March-2024,2024,2024-03-26,13,Chequing,Bronze,Medium Income,Married,Master's Degree,803,690,$198.00,1567.31,$20.00,"$43,593.08","$28,356.18",$10.38,8470.53,159
March-2024,2024,2024-03-27,226,Savings,Silver,High Income,Married,High School Graduate,735,165,$153.00,1450.79,$910.00,"$17,363.07","$24,568.09",$49.14,5122.58,79
March-2024,2024,2024-03-27,476,Chequing,Gold,Medium Income,Single,Some College,551,810,$365.00,386.91,$809.00,"$16,944.37","$9,518.82",$98.76,6648.21,674
March-2024,2024,2024-03-27,831,Savings,Silver,Medium Income,Divorced,Some College,582,699,$441.00,988.11,$885.00,"$36,971.14","$9,903.23",$28.72,9798.79,457
March-2024,2024,2024-03-28,913,Chequing,Silver,Low Income,Single,College Degree,195,562,$595.00,1561.1,$824.00,"$32,694.74","$40,694.78",$89.12,8783.52,528
March-2024,2024,2024-03-28,957,Chequing,Gold,Low Income,Single,Some College,505,628,$506.00,2099.28,$353.00,"$13,158.35","$49,672.30",$133.01,2335.3,156
March-2024,2024,2024-03-28,975,Savings,Gold,Medium Income,Married,High School Graduate,688,972,$143.00,490.75,$937.00,"$47,537.93","$37,678.55",$74.00,7618.94,229
March-2024,2024,2024-03-28,489,Savings,Bronze,High Income,Married,High School Graduate,726,926,$62.00,2160.84,$29.00,"$28,442.26","$22,279.86",$120.25,2337.95,71
March-2024,2024,2024-03-29,404,Chequing,Gold,Low Income,Single,High School Graduate,999,283,$678.00,1775.05,$595.00,"$11,806.61","$3,610.55",$83.94,9241.59,675
March-2024,2024,2024-03-29,292,Chequing,Gold,Medium Income,Married,High School Graduate,44,371,$880.00,982.67,$211.00,"$40,720.70","$25,502.26",$8.91,6140.31,462
March-2024,2024,2024-03-29,806,Chequing,Bronze,Low Income,Single,Master's Degree,778,237,$284.00,941.31,$501.00,"$48,323.02","$27,924.89",$109.51,6616.07,354
March-2024,2024,2024-03-29,709,Savings,Bronze,High Income,Divorced,College Degree,2,22,$984.00,930.92,$372.00,"$40,883.59","$23,818.79",$122.25,2009.97,475
March-2024,2024,2024-03-29,664,Chequing,Silver,High Income,Divorced,College Degree,676,422,$814.00,2416.23,$726.00,"$18,138.09","$5,442.23",$77.74,6665.24,234
March-2024,2024,2024-03-30,683,Chequing,Silver,Medium Income,Single,Master's Degree,212,786,$710.00,1711.51,$652.00,"$27,577.96","$4,794.11",$53.72,8364.67,297
March-2024,2024,2024-03-30,438,Savings,Silver,Low Income,Married,Some College,702,356,$695.00,1360.84,$959.00,"$7,700.63","$16,453.44",$69.32,7211.54,640
March-2024,2024,2024-03-31,482,Savings,Silver,High Income,Married,High School Graduate,77,970,$772.00,1150.03,$102.00,"$1,421.24","$24,501.16",$59.18,8670.35,155
March-2024,2024,2024-03-31,699,Savings,Bronze,High Income,Single,Master's Degree,833,863,$177.00,2408.06,$43.00,"$16,798.49","$14,460.80",$130.73,5741.88,236
March-2024,2024,2024-03-31,595,Chequing,Bronze,Medium Income,Single,High School Graduate,223,162,$131.00,1774.77,$656.00,"$42,907.45","$40,940.79",$100.34,1099.4,591
March-2024,2024,2024-03-31,985,Savings,Gold,Low Income,Married,Some College,965,716,$901.00,2322.8,$297.00,"$25,508.45","$41,161.38",$130.34,9106.45,764
April-2024,2024,2024-04-01,954,Savings,Gold,High Income,Married,Master's Degree,151,888,$526.00,1946.67,$101.00,"$1,655.47","$2,202.08",$38.48,6026.37,457
April-2024,2024,2024-04-01,439,Chequing,Bronze,High Income,Divorced,College Degree,562,934,$840.00,959.41,$560.00,"$23,279.36","$48,863.64",$19.31,6958.85,863
April-2024,2024,2024-04-01,367,Savings,Silver,Low Income,Married,College Degree,853,203,$584.00,1543.49,$698.00,"$43,015.27","$38,883.44",$144.02,709.04,664
April-2024,2024,2024-04-01,69,Savings,Bronze,High Income,Divorced,College Degree,912,334,$337.00,1678.59,$73.00,"$9,544.75","$26,641.24",$30.83,6376.36,311
April-2024,2024,2024-04-02,211,Chequing,Gold,High Income,Divorced,Master's Degree,551,427,$114.00,961.24,$283.00,"$46,971.89",$459.79,$129.67,6481.02,88
